state,metro_or_county,major_msa,is_major_metro,metro_county_Pop
"South Carolina",Charleston,"other counties",N,372904
"South Carolina",Cherokee,"other counties",N,55863
"South Carolina",Chester,"other counties",N,32556
"South Carolina",Chesterfield,"other counties",N,46192
"South Carolina",Clarendon,"other counties",N,34178
"South Carolina",Colleton,"other counties",N,38004
"South Carolina",Darlington,"other counties",N,67922
"South Carolina",Dillon,"other counties",N,31435
"South Carolina",Dorchester,"other counties",N,145715
"South Carolina",Edgefield,"other counties",N,26466
"South Carolina",Fairfield,"other counties",N,23108
"South Carolina",Florence,"other counties",N,138330
"South Carolina",Georgetown,"other counties",N,60572
"South Carolina",Greenville,"other counties",N,474903
"South Carolina",Greenwood,"other counties",N,69771
"South Carolina",Hampton,"other counties",N,20473
"South Carolina",Horry,"other counties",N,290730
"South Carolina",Jasper,"other counties",N,26549
"South Carolina",Kershaw,"other counties",N,62722
"South Carolina",Lancaster,"other counties",N,81263
"South Carolina",Laurens,"other counties",N,66389
"South Carolina",Lee,"other counties",N,18461
"South Carolina",Lexington,"other counties",N,273843
"South Carolina",McCormick,"other counties",N,9895
"South Carolina",Marion,"other counties",N,32167
"South Carolina",Marlboro,"other counties",N,27993
"South Carolina",Newberry,"other counties",N,37690
"South Carolina",Oconee,"other counties",N,74949
"South Carolina",Orangeburg,"other counties",N,90575
"South Carolina",Pickens,"other counties",N,120124
"South Carolina",Richland,"other counties",N,397899
"South Carolina",Saluda,"other counties",N,20000
"South Carolina",Spartanburg,"other counties",N,291240
"South Carolina",Sumter,"other counties",N,107777
"South Carolina",Union,"other counties",N,28125
"South Carolina",Williamsburg,"other counties",N,33238
"South Carolina",York,"other counties",N,240076
"South Dakota",Aurora,"other counties",N,2729
"South Dakota",Beadle,"other counties",N,18168
"South Dakota",Bennett,"other counties",N,3438
"South Dakota","Bon Homme","other counties",N,7013
"South Dakota",Brookings,"other counties",N,33046
"South Dakota",Brown,"other counties",N,38060
"South Dakota",Brule,"other counties",N,5330
"South Dakota",Buffalo,"other counties",N,2038
"South Dakota",Butte,"other counties",N,10292
"South Dakota",Campbell,"other counties",N,1548
"South Dakota","Charles Mix","other counties",N,9239
"South Dakota",Clark,"other counties",N,3625
"South Dakota",Clay,"other counties",N,14011
"South Dakota",Codington,"other counties",N,27750
"South Dakota",Corson,"other counties",N,4149
"South Dakota",Custer,"other counties",N,8394
"South Dakota",Davison,"other counties",N,19787
"South Dakota",Day,"other counties",N,5618
"South Dakota",Deuel,"other counties",N,4341
"South Dakota",Dewey,"other counties",N,5579
"South Dakota",Douglas,"other counties",N,2973
"South Dakota",Edmunds,"other counties",N,4018
"South Dakota","Fall River","other counties",N,6906
"South Dakota",Faulk,"other counties",N,2359
"South Dakota",Grant,"other counties",N,7227
"South Dakota",Gregory,"other counties",N,4226
"South Dakota",Haakon,"other counties",N,2083
"South Dakota",Hamlin,"other counties",N,5982
"South Dakota",Hand,"other counties",N,3375
"South Dakota",Hanson,"other counties",N,3386
"South Dakota",Harding,"other counties",N,1328
"South Dakota",Hughes,"other counties",N,17466
"South Dakota",Hutchinson,"other counties",N,7226
"South Dakota",Hyde,"other counties",N,1413
"South Dakota",Jackson,"other counties",N,3237
"South Dakota",Jerauld,"other counties",N,2031
"South Dakota",Jones,"other counties",N,781
"South Dakota",Kingsbury,"other counties",N,5107
"South Dakota",Lake,"other counties",N,12086
"South Dakota",Lawrence,"other counties",N,24645
"South Dakota",Lincoln,"other counties",N,49874
"South Dakota",Lyman,"other counties",N,3837
"South Dakota",McCook,"other counties",N,5613
"South Dakota",McPherson,"other counties",N,2263
"South Dakota",Marshall,"other counties",N,4701
"South Dakota",Meade,"other counties",N,26381
"South Dakota",Mellette,"other counties",N,2086
"South Dakota",Miner,"other counties",N,2306
"South Dakota",Minnehaha,"other counties",N,178942
"South Dakota",Moody,"other counties",N,6439
"South Dakota","Oglala Lakota","other counties",N,14153
"South Dakota",Pennington,"other counties",N,106085
"South Dakota",Perkins,"other counties",N,2981
"South Dakota",Potter,"other counties",N,2307
"South Dakota",Roberts,"other counties",N,10318
"South Dakota",Sanborn,"other counties",N,2339
"South Dakota",Spink,"other counties",N,6570
"South Dakota",Stanley,"other counties",N,2962
"South Dakota",Sully,"other counties",N,1469
"South Dakota",Todd,"other counties",N,9942
"South Dakota",Tripp,"other counties",N,5504
"South Dakota",Turner,"other counties",N,8302
"South Dakota",Union,"other counties",N,14842
"South Dakota",Walworth,"other counties",N,5495
"South Dakota",Yankton,"other counties",N,22636
"South Dakota",Ziebach,"other counties",N,2833
Tennessee,Anderson,"other counties",N,75430
Tennessee,Bedford,"other counties",N,45986
Tennessee,Benton,"other counties",N,16261
Tennessee,Bledsoe,"other counties",N,13686
Tennessee,Blount,"other counties",N,125188
Tennessee,Bradley,"other counties",N,102062
Tennessee,Campbell,"other counties",N,40176
Tennessee,Cannon,"other counties",N,13787
Tennessee,Carroll,"other counties",N,28353
Tennessee,Carter,"other counties",N,56941
Tennessee,Cheatham,"other counties",N,39422
Tennessee,Chester,"other counties",N,17324
Tennessee,Claiborne,"other counties",N,31748
Tennessee,Clay,"other counties",N,7780
Tennessee,Cocke,"other counties",N,35321
Tennessee,Coffee,"other counties",N,53448
Tennessee,Crockett,"other counties",N,14600
Tennessee,Cumberland,"other counties",N,57455
Tennessee,Davidson,"other counties",N,658506
Tennessee,Decatur,"other counties",N,11686
Tennessee,DeKalb,"other counties",N,19038
Tennessee,Dickson,"other counties",N,50472
Tennessee,Dyer,"other counties",N,38054
Tennessee,Fayette,"other counties",N,38814
Tennessee,Fentress,"other counties",N,17931
Tennessee,Franklin,"other counties",N,41138
Tennessee,Gibson,"other counties",N,49572
Tennessee,Giles,"other counties",N,28949
Tennessee,Grainger,"other counties",N,22736
Tennessee,Greene,"other counties",N,68576
Tennessee,Grundy,"other counties",N,13524
Tennessee,Hamblen,"other counties",N,62999
Tennessee,Hamilton,"other counties",N,348121
Tennessee,Hancock,"other counties",N,6642
Tennessee,Hardeman,"other counties",N,26253
Tennessee,Hardin,"other counties",N,25900
Tennessee,Hawkins,"other counties",N,56595
Tennessee,Haywood,"other counties",N,18248
Tennessee,Henderson,"other counties",N,28013
Tennessee,Henry,"other counties",N,32269
Tennessee,Hickman,"other counties",N,24283
Tennessee,Houston,"other counties",N,8290
Tennessee,Humphreys,"other counties",N,18240
Tennessee,Jackson,"other counties",N,11496
Tennessee,Jefferson,"other counties",N,52490
Tennessee,Johnson,"other counties",N,18017
Tennessee,Knox,"other counties",N,444348
Tennessee,Lake,"other counties",N,7687
Tennessee,Lauderdale,"other counties",N,27427
Tennessee,Lawrence,"other counties",N,42226
Tennessee,Lewis,"other counties",N,11944
Tennessee,Lincoln,"other counties",N,33550
Tennessee,Loudon,"other counties",N,50229
Tennessee,McMinn,"other counties",N,52506
Tennessee,McNairy,"other counties",N,26103
Tennessee,Macon,"other counties",N,22761
Tennessee,Madison,"other counties",N,98184
Tennessee,Marion,"other counties",N,28306
Tennessee,Marshall,"other counties",N,31159
Tennessee,Maury,"other counties",N,84089
Tennessee,Meigs,"other counties",N,11716
Tennessee,Monroe,"other counties",N,45293
Tennessee,Montgomery,"other counties",N,185980
Tennessee,Moore,"other counties",N,6351
Tennessee,Morgan,"other counties",N,21794
Tennessee,Obion,"other counties",N,31129
Tennessee,Overton,"other counties",N,22100
Tennessee,Perry,"other counties",N,7864
Tennessee,Pickett,"other counties",N,5097
Tennessee,Polk,"other counties",N,16687
Tennessee,Putnam,"other counties",N,73810
Tennessee,Rhea,"other counties",N,32394
Tennessee,Roane,"other counties",N,53162
Tennessee,Robertson,"other counties",N,67426
Tennessee,Rutherford,"other counties",N,282558
Tennessee,Scott,"other counties",N,22043
Tennessee,Sequatchie,"other counties",N,14592
Tennessee,Sevier,"other counties",N,93617
Tennessee,Shelby,"other counties",N,937750
Tennessee,Smith,"other counties",N,19136
Tennessee,Stewart,"other counties",N,13286
Tennessee,Sullivan,"other counties",N,156752
Tennessee,Sumner,"other counties",N,169623
Tennessee,Tipton,"other counties",N,61674
Tennessee,Trousdale,"other counties",N,7884
Tennessee,Unicoi,"other counties",N,18069
Tennessee,Union,"other counties",N,19096
Tennessee,"Van Buren","other counties",N,5596
Tennessee,Warren,"other counties",N,40015
Tennessee,Washington,"other counties",N,125317
Tennessee,Wayne,"other counties",N,16897
Tennessee,Weakley,"other counties",N,34415
Tennessee,White,"other counties",N,26252
Tennessee,Williamson,"other counties",N,199456
Tennessee,Wilson,"other counties",N,122445
Texas,Anderson,"other counties",N,57915
Texas,Andrews,"other counties",N,16775
Texas,Angelina,"other counties",N,87748
Texas,Aransas,"other counties",N,24292
Texas,Archer,"other counties",N,8779
Texas,Armstrong,"other counties",N,1943
Texas,Atascosa,"other counties",N,47050
Texas,"Greater Houston","Greater Houston",Y,6346653
Texas,Bailey,"other counties",N,7126
Texas,Bandera,"other counties",N,20796
Texas,Bastrop,"other counties",N,76948
Texas,Baylor,"other counties",N,3628
Texas,Bee,"other counties",N,32659
Texas,Bell,"other counties",N,326041
Texas,Bexar,"other counties",N,1825502
Texas,Blanco,"other counties",N,10723
Texas,Borden,"other counties",N,705
Texas,Bosque,"other counties",N,17971
Texas,Bowie,"other counties",N,93155
Texas,Brazos,"other counties",N,205271
Texas,Brewster,"other counties",N,9235
Texas,Briscoe,"other counties",N,1670
Texas,Brooks,"other counties",N,7221
Texas,Brown,"other counties",N,37833
Texas,Burleson,"other counties",N,17293
Texas,Burnet,"other counties",N,44144
Texas,Caldwell,"other counties",N,39347
Texas,Calhoun,"other counties",N,21666
Texas,Callahan,"other counties",N,13532
Texas,Cameron,"other counties",N,417947
Texas,Camp,"other counties",N,12516
Texas,Carson,"other counties",N,6068
Texas,Cass,"other counties",N,30328
Texas,Castro,"other counties",N,7948
Texas,Cherokee,"other counties",N,51167
Texas,Childress,"other counties",N,7059
Texas,Clay,"other counties",N,10479
Texas,Cochran,"other counties",N,2993
Texas,Coke,"other counties",N,3238
Texas,Coleman,"other counties",N,8536
Texas,Dallas-FW,"Dallas MSA",Y,6771641
Texas,Collingsworth,"other counties",N,3058
Texas,Colorado,"other counties",N,20757
Texas,Comal,"other counties",N,119632
Texas,Comanche,"other counties",N,13623
Texas,Concho,"other counties",N,4086
Texas,Cooke,"other counties",N,38761
Texas,Coryell,"other counties",N,76128
Texas,Cottle,"other counties",N,1510
Texas,Crane,"other counties",N,4730
Texas,Crockett,"other counties",N,3699
Texas,Crosby,"other counties",N,6007
Texas,Culberson,"other counties",N,2296
Texas,Dallam,"other counties",N,7014
Texas,Dawson,"other counties",N,13542
Texas,"Deaf Smith","other counties",N,19245
Texas,Delta,"other counties",N,5223
Texas,DeWitt,"other counties",N,20540
Texas,Dickens,"other counties",N,2281
Texas,Dimmit,"other counties",N,10682
Texas,Donley,"other counties",N,3588
Texas,Duval,"other counties",N,11577
Texas,Eastland,"other counties",N,18328
Texas,Ector,"other counties",N,149557
Texas,Edwards,"other counties",N,1906
Texas,"El Paso","other counties",N,831095
Texas,Erath,"other counties",N,40039
Texas,Falls,"other counties",N,17410
Texas,Fannin,"other counties",N,33748
Texas,Fayette,"other counties",N,24849
Texas,Fisher,"other counties",N,3858
Texas,Floyd,"other counties",N,6178
Texas,Foard,"other counties",N,1197
Texas,Franklin,"other counties",N,10599
Texas,Freestone,"other counties",N,19586
Texas,Frio,"other counties",N,18168
Texas,Gaines,"other counties",N,18916
Texas,Garza,"other counties",N,6410
Texas,Gillespie,"other counties",N,25398
Texas,Glasscock,"other counties",N,1180
Texas,Goliad,"other counties",N,7410
Texas,Gonzales,"other counties",N,20172
Texas,Gray,"other counties",N,22983
Texas,Grayson,"other counties",N,122780
Texas,Gregg,"other counties",N,123178
Texas,Grimes,"other counties",N,26961
Texas,Guadalupe,"other counties",N,143460
Texas,Hale,"other counties",N,35504
Texas,Hall,"other counties",N,3203
Texas,Hamilton,"other counties",N,8266
Texas,Hansford,"other counties",N,5559
Texas,Hardeman,"other counties",N,3992
Texas,Hardin,"other counties",N,55375
Texas,Harrison,"other counties",N,66417
Texas,Hartley,"other counties",N,6121
Texas,Haskell,"other counties",N,5853
Texas,Hays,"other counties",N,177562
Texas,Hemphill,"other counties",N,4115
Texas,Henderson,"other counties",N,79016
Texas,Hidalgo,"other counties",N,819217
Texas,Hill,"other counties",N,34923
Texas,Hockley,"other counties",N,23322
Texas,Hood,"other counties",N,53171
Texas,Hopkins,"other counties",N,35645
Texas,Houston,"other counties",N,22949
Texas,Howard,"other counties",N,36105
Texas,Hudspeth,"other counties",N,3330
Texas,Hutchinson,"other counties",N,21858
Texas,Irion,"other counties",N,1644
Texas,Jack,"other counties",N,8946
Texas,Jackson,"other counties",N,14486
Texas,Jasper,"other counties",N,35768
Texas,"Jeff Davis","other counties",N,2232
Texas,Jefferson,"other counties",N,252872
Texas,"Jim Hogg","other counties",N,5239
Texas,"Jim Wells","other counties",N,41461
Texas,Jones,"other counties",N,19978
Texas,Karnes,"other counties",N,14879
Texas,Kendall,"other counties",N,37361
Texas,Kenedy,"other counties",N,565
Texas,Kent,"other counties",N,821
Texas,Kerr,"other counties",N,50149
Texas,Kimble,"other counties",N,4486
Texas,King,"other counties",N,267
Texas,Kinney,"other counties",N,3577
Texas,Kleberg,"other counties",N,32029
Texas,Knox,"other counties",N,3796
Texas,Lamar,"other counties",N,49566
Texas,Lamb,"other counties",N,13742
Texas,Lampasas,"other counties",N,20219
Texas,"La Salle","other counties",N,7191
Texas,Lavaca,"other counties",N,19549
Texas,Lee,"other counties",N,16664
Texas,Leon,"other counties",N,16819
Texas,Limestone,"other counties",N,23454
Texas,Lipscomb,"other counties",N,3483
Texas,"Live Oak","other counties",N,11873
Texas,Llano,"other counties",N,19323
Texas,Lubbock,"other counties",N,290782
Texas,Lynn,"other counties",N,5764
Texas,McCulloch,"other counties",N,8273
Texas,McLennan,"other counties",N,241505
Texas,McMullen,"other counties",N,778
Texas,Madison,"other counties",N,13838
Texas,Marion,"other counties",N,10248
Texas,Martin,"other counties",N,5252
Texas,Mason,"other counties",N,4066
Texas,Matagorda,"other counties",N,36598
Texas,Maverick,"other counties",N,56548
Texas,Medina,"other counties",N,47392
Texas,Menard,"other counties",N,2182
Texas,Midland,"other counties",N,151290
Texas,Milam,"other counties",N,24344
Texas,Mills,"other counties",N,4875
Texas,Mitchell,"other counties",N,9169
Texas,Montague,"other counties",N,19478
Texas,Moore,"other counties",N,22281
Texas,Morris,"other counties",N,12700
Texas,Motley,"other counties",N,1071
Texas,Nacogdoches,"other counties",N,65531
Texas,Navarro,"other counties",N,48118
Texas,Newton,"other counties",N,14231
Texas,Nolan,"other counties",N,15061
Texas,Nueces,"other counties",N,352060
Texas,Ochiltree,"other counties",N,10642
Texas,Oldham,"other counties",N,2071
Texas,Orange,"other counties",N,83217
Texas,"Palo Pinto","other counties",N,27921
Texas,Panola,"other counties",N,23900
Texas,Parmer,"other counties",N,10004
Texas,Pecos,"other counties",N,15807
Texas,Polk,"other counties",N,46113
Texas,Potter,"other counties",N,122352
Texas,Presidio,"other counties",N,7304
Texas,Rains,"other counties",N,11037
Texas,Randall,"other counties",N,126782
Texas,Reagan,"other counties",N,3598
Texas,Real,"other counties",N,3356
Texas,"Red River","other counties",N,12567
Texas,Reeves,"other counties",N,14179
Texas,Refugio,"other counties",N,7277
Texas,Roberts,"other counties",N,931
Texas,Robertson,"other counties",N,16532
Texas,Runnels,"other counties",N,10445
Texas,Rusk,"other counties",N,53457
Texas,Sabine,"other counties",N,10440
Texas,"San Augustine","other counties",N,8695
Texas,"San Jacinto","other counties",N,27023
Texas,"San Patricio","other counties",N,66070
Texas,"San Saba","other counties",N,5893
Texas,Schleicher,"other counties",N,3224
Texas,Scurry,"other counties",N,17238
Texas,Shackelford,"other counties",N,3352
Texas,Shelby,"other counties",N,25725
Texas,Sherman,"other counties",N,3066
Texas,Smith,"other counties",N,217552
Texas,Somervell,"other counties",N,8608
Texas,Starr,"other counties",N,62648
Texas,Stephens,"other counties",N,9452
Texas,Sterling,"other counties",N,1346
Texas,Stonewall,"other counties",N,1414
Texas,Sutton,"other counties",N,3966
Texas,Swisher,"other counties",N,7713
Texas,Taylor,"other counties",N,134435
Texas,Terrell,"other counties",N,921
Texas,Terry,"other counties",N,12687
Texas,Throckmorton,"other counties",N,1545
Texas,Titus,"other counties",N,32553
Texas,"Tom Green","other counties",N,115056
Texas,Travis,"other counties",N,1121645
Texas,Trinity,"other counties",N,14405
Texas,Tyler,"other counties",N,21462
Texas,Upshur,"other counties",N,40096
Texas,Upton,"other counties",N,3405
Texas,Uvalde,"other counties",N,26952
Texas,"Val Verde","other counties",N,48980
Texas,"Van Zandt","other counties",N,52736
Texas,Victoria,"other counties",N,90099
Texas,Walker,"other counties",N,69330
Texas,Ward,"other counties",N,11225
Texas,Washington,"other counties",N,34236
Texas,Webb,"other counties",N,263251
Texas,Wharton,"other counties",N,41264
Texas,Wheeler,"other counties",N,5618
Texas,Wichita,"other counties",N,131957
Texas,Wilbarger,"other counties",N,13158
Texas,Willacy,"other counties",N,22002
Texas,Williamson,"other counties",N,473592
Texas,Wilson,"other counties",N,45509
Texas,Winkler,"other counties",N,7576
Texas,Wood,"other counties",N,42712
Texas,Yoakum,"other counties",N,8213
Texas,Young,"other counties",N,18329
Texas,Zapata,"other counties",N,14308
Texas,Zavala,"other counties",N,12060
Utah,Beaver,"other counties",N,6461
Utah,"Box Elder","other counties",N,50991
Utah,Cache,"other counties",N,117449
Utah,Carbon,"other counties",N,20927
Utah,Daggett,"other counties",N,776
Utah,Davis,"other counties",N,323374
Utah,Duchesne,"other counties",N,19817
Utah,Emery,"other counties",N,10728
Utah,Garfield,"other counties",N,5069
Utah,Grand,"other counties",N,9388
Utah,Iron,"other counties",N,47139
Utah,Juab,"other counties",N,10400
Utah,Kane,"other counties",N,7202
Utah,Millard,"other counties",N,12582
Utah,Morgan,"other counties",N,10276
Utah,Piute,"other counties",N,1865
Utah,Rich,"other counties",N,2292
Utah,"Salt Lake","other counties",N,1078958
Utah,"San Juan","other counties",N,15152
Utah,Sanpete,"other counties",N,28261
Utah,Sevier,"other counties",N,20871
Utah,Summit,"other counties",N,38521
Utah,Tooele,"other counties",N,60893
Utah,Uintah,"other counties",N,35721
Utah,Utah,"other counties",N,551957
Utah,Wasatch,"other counties",N,26661
Utah,Washington,"other counties",N,148244
Utah,Wayne,"other counties",N,2722
Utah,Weber,"other counties",N,238682
Vermont,Addison,"other counties",N,36943
Vermont,Bennington,"other counties",N,36589
Vermont,Caledonia,"other counties",N,31012
Vermont,Chittenden,"other counties",N,159711
Vermont,Essex,"other counties",N,6207
Vermont,Franklin,"other counties",N,48418
Vermont,"Grand Isle","other counties",N,6952
Vermont,Lamoille,"other counties",N,25027
Vermont,Orange,"other counties",N,28929
Vermont,Orleans,"other counties",N,27146
Vermont,Rutland,"other counties",N,60530
Vermont,Washington,"other counties",N,59132
Vermont,Windham,"other counties",N,43858
Vermont,Windsor,"other counties",N,56150
Virginia,Accomack,"other counties",N,33115
Virginia,Albemarle,"other counties",N,103108
Virginia,Alleghany,"other counties",N,16066
Virginia,Amelia,"other counties",N,12777
Virginia,Amherst,"other counties",N,32148
Virginia,Appomattox,"other counties",N,15208
Virginia,DC-VA,"Metro DC",Y,2864936
Virginia,Augusta,"other counties",N,74053
Virginia,Bath,"other counties",N,4583
Virginia,Bedford,"other counties",N,76463
Virginia,Bland,"other counties",N,6662
Virginia,Botetourt,"other counties",N,33155
Virginia,Brunswick,"other counties",N,16930
Virginia,Buchanan,"other counties",N,23486
Virginia,Buckingham,"other counties",N,17068
Virginia,Campbell,"other counties",N,55012
Virginia,Caroline,"other counties",N,29349
Virginia,Carroll,"other counties",N,29856
Virginia,"Charles City","other counties",N,7118
Virginia,Charlotte,"other counties",N,12313
Virginia,Chesterfield,"other counties",N,328176
Virginia,Craig,"other counties",N,5212
Virginia,Cumberland,"other counties",N,9859
Virginia,Dickenson,"other counties",N,15463
Virginia,Dinwiddie,"other counties",N,28110
Virginia,Essex,"other counties",N,11151
Virginia,Floyd,"other counties",N,15523
Virginia,Fluvanna,"other counties",N,26014
Virginia,Franklin,"other counties",N,56315
Virginia,Frederick,"other counties",N,81340
Virginia,Giles,"other counties",N,16907
Virginia,Gloucester,"other counties",N,37001
Virginia,Goochland,"other counties",N,21721
Virginia,Grayson,"other counties",N,15573
Virginia,Greene,"other counties",N,18938
Virginia,Greensville,"other counties",N,11760
Virginia,Halifax,"other counties",N,35506
Virginia,Hanover,"other counties",N,101340
Virginia,Henrico,"other counties",N,318864
Virginia,Henry,"other counties",N,52580
Virginia,Highland,"other counties",N,2244
Virginia,"Isle of Wight","other counties",N,35740
Virginia,"James City","other counties",N,70673
Virginia,"King and Queen","other counties",N,7106
Virginia,"King George","other counties",N,24933
Virginia,"King William","other counties",N,16097
Virginia,Lancaster,"other counties",N,11129
Virginia,Lee,"other counties",N,25206
Virginia,Louisa,"other counties",N,33986
Virginia,Lunenburg,"other counties",N,12558
Virginia,Mathews,"other counties",N,8880
Virginia,Mecklenburg,"other counties",N,31555
Virginia,Middlesex,"other counties",N,10717
Virginia,Montgomery,"other counties",N,96467
Virginia,Nelson,"other counties",N,14858
Virginia,"New Kent","other counties",N,19560
Virginia,Northampton,"other counties",N,12184
Virginia,Northumberland,"other counties",N,12304
Virginia,Nottoway,"other counties",N,15711
Virginia,Orange,"other counties",N,34596
Virginia,Page,"other counties",N,23843
Virginia,Patrick,"other counties",N,18264
Virginia,Pittsylvania,"other counties",N,62794
Virginia,Powhatan,"other counties",N,28207
Virginia,"Prince Edward","other counties",N,23022
Virginia,"Prince George","other counties",N,37380
Virginia,Pulaski,"other counties",N,34528
Virginia,Richmond,"other counties",N,8989
Virginia,Roanoke,"other counties",N,93633
Virginia,Rockbridge,"other counties",N,22444
Virginia,Rockingham,"other counties",N,77785
Virginia,Russell,"other counties",N,28245
Virginia,Scott,"other counties",N,22570
Virginia,Shenandoah,"other counties",N,42724
Virginia,Smyth,"other counties",N,31734
Virginia,Southampton,"other counties",N,18410
Virginia,Surry,"other counties",N,6823
Virginia,Sussex,"other counties",N,11864
Virginia,Tazewell,"other counties",N,43870
Virginia,Washington,"other counties",N,54759
Virginia,Westmoreland,"other counties",N,17557
Virginia,Wise,"other counties",N,40530
Virginia,Wythe,"other counties",N,29190
Virginia,York,"other counties",N,66471
Virginia,"Bristol city","other counties",N,17524
Virginia,"Buena Vista city","other counties",N,6666
Virginia,"Charlottesville city","other counties",N,45084
Virginia,"Chesapeake city","other counties",N,230601
Virginia,"Colonial Heights city","other counties",N,17515
Virginia,"Covington city","other counties",N,5736
Virginia,"Danville city","other counties",N,42450
Virginia,"Emporia city","other counties",N,5672
Virginia,"Franklin city","other counties",N,8457
Virginia,"Galax city","other counties",N,6876
Virginia,"Hampton city","other counties",N,137081
Virginia,"Harrisonburg city","other counties",N,51388
Virginia,"Hopewell city","other counties",N,22279
Virginia,"Lexington city","other counties",N,7071
Virginia,"Lynchburg city","other counties",N,78158
Virginia,"Martinsville city","other counties",N,13624
Virginia,"Newport News city","other counties",N,181323
Virginia,"Norfolk city","other counties",N,245452
Virginia,"Norton city","other counties",N,4007
Virginia,"Petersburg city","other counties",N,32123
Virginia,"Poquoson city","other counties",N,12077
Virginia,"Portsmouth city","other counties",N,96135
Virginia,"Radford city","other counties",N,17057
Virginia,"Richmond city","other counties",N,213735
Virginia,"Roanoke city","other counties",N,98736
Virginia,"Salem city","other counties",N,25165
Virginia,"Staunton city","other counties",N,24193
Virginia,"Suffolk city","other counties",N,86184
Virginia,"Virginia Beach city","other counties",N,448290
Virginia,"Waynesboro city","other counties",N,21150
Virginia,"Williamsburg city","other counties",N,14754
Virginia,"Winchester city","other counties",N,27168
Washington,Adams,"other counties",N,19081
Washington,Asotin,"other counties",N,22040
Washington,Benton,"other counties",N,184930
Washington,Chelan,"other counties",N,74267
Washington,Clallam,"other counties",N,72397
Washington,Clark,"other counties",N,444506
Washington,Columbia,"other counties",N,3989
Washington,Cowlitz,"other counties",N,102338
Washington,Douglas,"other counties",N,39599
Washington,Ferry,"other counties",N,7652
Washington,Franklin,"other counties",N,86443
Washington,Garfield,"other counties",N,2230
Washington,Grant,"other counties",N,92070
Washington,"Grays Harbor","other counties",N,71419
Washington,Island,"other counties",N,79329
Washington,Jefferson,"other counties",N,30083
Washington,King,"other counties",N,2045756
Washington,Kitsap,"other counties",N,255441
Washington,Kittitas,"other counties",N,42204
Washington,Klickitat,"other counties",N,20820
Washington,Lewis,"other counties",N,75515
Washington,Lincoln,"other counties",N,10363
Washington,Mason,"other counties",N,60791
Washington,Okanogan,"other counties",N,41332
Washington,Pacific,"other counties",N,20645
Washington,"Pend Oreille","other counties",N,12968
Washington,Pierce,"other counties",N,821952
Washington,"San Juan","other counties",N,15956
Washington,Skagit,"other counties",N,119343
Washington,Skamania,"other counties",N,11243
Washington,Snohomish,"other counties",N,746653
Washington,Spokane,"other counties",N,480832
Washington,Stevens,"other counties",N,43548
Washington,Thurston,"other counties",N,262723
Washington,Wahkiakum,"other counties",N,4035
Washington,"Walla Walla","other counties",N,59726
Washington,Whatcom,"other counties",N,207100
Washington,Whitman,"other counties",N,46737
Washington,Yakima,"other counties",N,247408
"West Virginia",Barbour,"other counties",N,16731
"West Virginia",Berkeley,"other counties",N,108724
"West Virginia",Boone,"other counties",N,24000
"West Virginia",Braxton,"other counties",N,14466
"West Virginia",Brooke,"other counties",N,23665
"West Virginia",Cabell,"other counties",N,96824
"West Virginia",Calhoun,"other counties",N,7557
"West Virginia",Clay,"other counties",N,9141
"West Virginia",Doddridge,"other counties",N,8201
"West Virginia",Fayette,"other counties",N,45534
"West Virginia",Gilmer,"other counties",N,8644
"West Virginia",Grant,"other counties",N,11815
"West Virginia",Greenbrier,"other counties",N,35666
"West Virginia",Hampshire,"other counties",N,23542
"West Virginia",Hancock,"other counties",N,30201
"West Virginia",Hardy,"other counties",N,13936
"West Virginia",Harrison,"other counties",N,68998
"West Virginia",Jackson,"other counties",N,29256
"West Virginia",DC-WV,"Metro DC",Y,55214
"West Virginia",Kanawha,"other counties",N,190781
"West Virginia",Lewis,"other counties",N,16434
"West Virginia",Lincoln,"other counties",N,21560
"West Virginia",Logan,"other counties",N,35760
"West Virginia",McDowell,"other counties",N,20802
"West Virginia",Marion,"other counties",N,56790
"West Virginia",Marshall,"other counties",N,32480
"West Virginia",Mason,"other counties",N,27177
"West Virginia",Mercer,"other counties",N,61891
"West Virginia",Mineral,"other counties",N,27755
"West Virginia",Mingo,"other counties",N,25931
"West Virginia",Monongalia,"other counties",N,101668
"West Virginia",Monroe,"other counties",N,13525
"West Virginia",Morgan,"other counties",N,17475
"West Virginia",Nicholas,"other counties",N,25930
"West Virginia",Ohio,"other counties",N,43637
"West Virginia",Pendleton,"other counties",N,7402
"West Virginia",Pleasants,"other counties",N,7636
"West Virginia",Pocahontas,"other counties",N,8697
"West Virginia",Preston,"other counties",N,33809
"West Virginia",Putnam,"other counties",N,56596
"West Virginia",Raleigh,"other counties",N,78493
"West Virginia",Randolph,"other counties",N,29365
"West Virginia",Ritchie,"other counties",N,10140
"West Virginia",Roane,"other counties",N,14636
"West Virginia",Summers,"other counties",N,13544
"West Virginia",Taylor,"other counties",N,16977
"West Virginia",Tucker,"other counties",N,6972
"West Virginia",Tyler,"other counties",N,9033
"West Virginia",Upshur,"other counties",N,24560
"West Virginia",Wayne,"other counties",N,41499
"West Virginia",Webster,"other counties",N,8927
"West Virginia",Wetzel,"other counties",N,16157
"West Virginia",Wirt,"other counties",N,5841
"West Virginia",Wood,"other counties",N,86559
"West Virginia",Wyoming,"other counties",N,22866
Wisconsin,Adams,"other counties",N,20451
Wisconsin,Ashland,"other counties",N,15993
