state,metro_or_county,major_msa,is_major_metro,metro_county_Pop
Wisconsin,Barron,"other counties",N,45686
Wisconsin,Bayfield,"other counties",N,15050
Wisconsin,Brown,"other counties",N,254717
Wisconsin,Buffalo,"other counties",N,13319
Wisconsin,Burnett,"other counties",N,15334
Wisconsin,Calumet,"other counties",N,49678
Wisconsin,Chippewa,"other counties",N,63209
Wisconsin,Clark,"other counties",N,34518
Wisconsin,Columbia,"other counties",N,56607
Wisconsin,Crawford,"other counties",N,16483
Wisconsin,Dane,"other counties",N,510198
Wisconsin,Dodge,"other counties",N,88547
Wisconsin,Door,"other counties",N,27731
Wisconsin,Douglas,"other counties",N,43799
Wisconsin,Dunn,"other counties",N,44159
Wisconsin,"Eau Claire","other counties",N,101281
Wisconsin,Florence,"other counties",N,4476
Wisconsin,"Fond du Lac","other counties",N,101920
Wisconsin,Forest,"other counties",N,9150
Wisconsin,Grant,"other counties",N,51489
Wisconsin,Green,"other counties",N,37044
Wisconsin,"Green Lake","other counties",N,18966
Wisconsin,Iowa,"other counties",N,23769
Wisconsin,Iron,"other counties",N,5907
Wisconsin,Jackson,"other counties",N,20543
Wisconsin,Jefferson,"other counties",N,84345
Wisconsin,Juneau,"other counties",N,26494
Wisconsin,Lake,"Chicago MSA",Y,167738
Wisconsin,Kewaunee,"other counties",N,20483
Wisconsin,"La Crosse","other counties",N,117048
Wisconsin,Lafayette,"other counties",N,16835
Wisconsin,Langlade,"other counties",N,19551
Wisconsin,Lincoln,"other counties",N,28286
Wisconsin,Manitowoc,"other counties",N,80521
Wisconsin,Marathon,"other counties",N,135177
Wisconsin,Marinette,"other counties",N,41287
Wisconsin,Marquette,"other counties",N,15140
Wisconsin,Menominee,"other counties",N,4451
Wisconsin,Milwaukee,"other counties",N,955939
Wisconsin,Monroe,"other counties",N,45274
Wisconsin,Oconto,"other counties",N,37476
Wisconsin,Oneida,"other counties",N,35653
Wisconsin,Outagamie,"other counties",N,180430
Wisconsin,Ozaukee,"other counties",N,87273
Wisconsin,Pepin,"other counties",N,7372
Wisconsin,Pierce,"other counties",N,40799
Wisconsin,Polk,"other counties",N,43572
Wisconsin,Portage,"other counties",N,70432
Wisconsin,Price,"other counties",N,13800
Wisconsin,Racine,"other counties",N,194895
Wisconsin,Richland,"other counties",N,17746
Wisconsin,Rock,"other counties",N,160727
Wisconsin,Rusk,"other counties",N,14357
Wisconsin,"St. Croix","other counties",N,86118
Wisconsin,Sauk,"other counties",N,62992
Wisconsin,Sawyer,"other counties",N,16483
Wisconsin,Shawano,"other counties",N,41563
Wisconsin,Sheboygan,"other counties",N,115226
Wisconsin,Taylor,"other counties",N,20569
Wisconsin,Trempealeau,"other counties",N,29412
Wisconsin,Vernon,"other counties",N,30279
Wisconsin,Vilas,"other counties",N,21355
Wisconsin,Walworth,"other counties",N,103039
Wisconsin,Washburn,"other counties",N,15700
Wisconsin,Washington,"other counties",N,132921
Wisconsin,Waukesha,"other counties",N,393873
Wisconsin,Waupaca,"other counties",N,52125
Wisconsin,Waushara,"other counties",N,24321
Wisconsin,Winnebago,"other counties",N,169004
Wisconsin,Wood,"other counties",N,74012
Wyoming,Albany,"other counties",N,37565
Wyoming,"Big Horn","other counties",N,11895
Wyoming,Campbell,"other counties",N,48013
Wyoming,Carbon,"other counties",N,15739
Wyoming,Converse,"other counties",N,14101
Wyoming,Crook,"other counties",N,7229
Wyoming,Fremont,"other counties",N,40755
Wyoming,Goshen,"other counties",N,13544
Wyoming,"Hot Springs","other counties",N,4809
Wyoming,Johnson,"other counties",N,8600
Wyoming,Laramie,"other counties",N,95431
Wyoming,Lincoln,"other counties",N,18316
Wyoming,Natrona,"other counties",N,80011
Wyoming,Niobrara,"other counties",N,2516
Wyoming,Park,"other counties",N,28985
Wyoming,Platte,"other counties",N,8750
Wyoming,Sheridan,"other counties",N,29738
Wyoming,Sublette,"other counties",N,10117
Wyoming,Sweetwater,"other counties",N,44772
Wyoming,Teton,"other counties",N,22311
Wyoming,Uinta,"other counties",N,20930
Wyoming,Washakie,"other counties",N,8400
Wyoming,Weston,"other counties",N,7152
"Puerto Rico",Adjuntas,"other counties",N,18962
"Puerto Rico",Aguada,"other counties",N,40603
"Puerto Rico",Aguadilla,"other counties",N,57973
"Puerto Rico","Aguas Buenas","other counties",N,27693
"Puerto Rico",Aibonito,"other counties",N,24829
"Puerto Rico",AÃ±asco,"other counties",N,28579
"Puerto Rico",Arecibo,"other counties",N,92511
"Puerto Rico",Arroyo,"other counties",N,19018
"Puerto Rico",Barceloneta,"other counties",N,24775
"Puerto Rico",Barranquitas,"other counties",N,29805
"Puerto Rico",BayamÃ³n,"other counties",N,197287
"Puerto Rico","Cabo Rojo","other counties",N,50380
"Puerto Rico",Caguas,"other counties",N,138262
"Puerto Rico",Camuy,"other counties",N,33949
"Puerto Rico",CanÃ³vanas,"other counties",N,47432
"Puerto Rico",Carolina,"other counties",N,168114
"Puerto Rico",CataÃ±o,"other counties",N,26680
"Puerto Rico",Cayey,"other counties",N,46647
"Puerto Rico",Ceiba,"other counties",N,12810
"Puerto Rico",Ciales,"other counties",N,17928
"Puerto Rico",Cidra,"other counties",N,42298
"Puerto Rico",Coamo,"other counties",N,40293
"Puerto Rico",ComerÃ­o,"other counties",N,20339
"Puerto Rico",Corozal,"other counties",N,35975
"Puerto Rico",Culebra,"other counties",N,1557
"Puerto Rico",Dorado,"other counties",N,38166
"Puerto Rico",Fajardo,"other counties",N,34720
"Puerto Rico",Florida,"other counties",N,12408
"Puerto Rico",GuÃ¡nica,"other counties",N,18207
"Puerto Rico",Guayama,"other counties",N,43700
"Puerto Rico",Guayanilla,"other counties",N,20442
"Puerto Rico",Guaynabo,"other counties",N,93899
"Puerto Rico",Gurabo,"other counties",N,46765
"Puerto Rico",Hatillo,"other counties",N,41578
"Puerto Rico",Hormigueros,"other counties",N,16845
"Puerto Rico",Humacao,"other counties",N,56384
"Puerto Rico",Isabela,"other counties",N,44438
"Puerto Rico",Jayuya,"other counties",N,15890
"Puerto Rico","Juana DÃ­az","other counties",N,49259
"Puerto Rico",Juncos,"other counties",N,40104
"Puerto Rico",Lajas,"other counties",N,24722
"Puerto Rico",Lares,"other counties",N,28727
"Puerto Rico","Las MarÃ­as","other counties",N,9306
"Puerto Rico","Las Piedras","other counties",N,38605
"Puerto Rico",LoÃ­za,"other counties",N,28454
"Puerto Rico",Luquillo,"other counties",N,19497
"Puerto Rico",ManatÃ­,"other counties",N,42167
"Puerto Rico",Maricao,"other counties",N,6315
"Puerto Rico",Maunabo,"other counties",N,11701
"Puerto Rico",MayagÃ¼ez,"other counties",N,83418
"Puerto Rico",Moca,"other counties",N,38815
"Puerto Rico",Morovis,"other counties",N,32294
"Puerto Rico",Naguabo,"other counties",N,26804
"Puerto Rico",Naranjito,"other counties",N,29751
"Puerto Rico",Orocovis,"other counties",N,22595
"Puerto Rico",Patillas,"other counties",N,18441
"Puerto Rico",PeÃ±uelas,"other counties",N,22770
"Puerto Rico",Ponce,"other counties",N,156054
"Puerto Rico",Quebradillas,"other counties",N,25205
"Puerto Rico",RincÃ³n,"other counties",N,14841
"Puerto Rico","RÃ­o Grande","other counties",N,53029
"Puerto Rico","Sabana Grande","other counties",N,24307
"Puerto Rico",Salinas,"other counties",N,30114
"Puerto Rico","San GermÃ¡n","other counties",N,34125
"Puerto Rico","San Juan","other counties",N,371400
"Puerto Rico","San Lorenzo","other counties",N,39778
"Puerto Rico","San SebastiÃ¡n","other counties",N,40471
"Puerto Rico","Santa Isabel","other counties",N,22913
"Puerto Rico","Toa Alta","other counties",N,74603
"Puerto Rico","Toa Baja","other counties",N,85242
"Puerto Rico","Trujillo Alto","other counties",N,71886
"Puerto Rico",Utuado,"other counties",N,31474
"Puerto Rico","Vega Alta","other counties",N,39319
"Puerto Rico","Vega Baja","other counties",N,56858
"Puerto Rico",Vieques,"other counties",N,9130
"Puerto Rico",Villalba,"other counties",N,24685
"Puerto Rico",Yabucoa,"other counties",N,36279
"Puerto Rico",Yauco,"other counties",N,39474
